0.0100195	1.000000000000000000e+00
0.0100586	1.000000000000000000e+00
0.0100977	1.000000000000000000e+00
0.0101367	1.000000000000000000e+00
0.0101758	1.000000000000000000e+00
0.0102148	1.000000000000000000e+00
0.0102539	1.000000000000000000e+00
0.010293	1.000000000000000000e+00
0.010332	1.000000000000000000e+00
0.0103711	1.000000000000000000e+00
0.0104102	1.000000000000000000e+00
0.0104492	1.000000000000000000e+00
0.0104883	1.000000000000000000e+00
0.0105273	1.000000000000000000e+00
0.0105664	1.000000000000000000e+00
0.0106055	1.000000000000000000e+00
0.0106445	1.000000000000000000e+00
0.0106836	1.000000000000000000e+00
0.0107227	1.000000000000000000e+00
0.0107617	1.000000000000000000e+00
0.0108008	1.000000000000000000e+00
0.0108398	1.000000000000000000e+00
0.0108789	1.000000000000000000e+00
0.010918	1.000000000000000000e+00
0.010957	1.000000000000000000e+00
0.0109961	1.000000000000000000e+00
0.0110352	1.000000000000000000e+00
0.0110742	1.000000000000000000e+00
0.0111133	1.000000000000000000e+00
0.0111523	1.000000000000000000e+00
0.0111914	1.000000000000000000e+00
0.0112305	1.000000000000000000e+00
0.0112695	1.000000000000000000e+00
0.0113086	1.000000000000000000e+00
0.0113477	1.000000000000000000e+00
0.0113867	1.000000000000000000e+00
0.0114258	1.000000000000000000e+00
0.0114648	1.000000000000000000e+00
0.0115039	1.000000000000000000e+00
0.011543	1.000000000000000000e+00
0.011582	1.000000000000000000e+00
0.0116211	1.000000000000000000e+00
0.0116602	1.000000000000000000e+00
0.0116992	1.000000000000000000e+00
0.0117383	1.000000000000000000e+00
0.0117773	1.000000000000000000e+00
0.0118164	1.000000000000000000e+00
0.0118555	1.000000000000000000e+00
0.0118945	1.000000000000000000e+00
0.0119336	1.000000000000000000e+00
0.0119727	1.000000000000000000e+00
0.0120117	1.000000000000000000e+00
0.0120508	1.000000000000000000e+00
0.0120898	1.000000000000000000e+00
0.0121289	1.000000000000000000e+00
0.012168	1.000000000000000000e+00
0.012207	1.000000000000000000e+00
0.0122461	1.000000000000000000e+00
0.0122852	1.000000000000000000e+00
0.0123242	1.000000000000000000e+00
0.0123633	1.000000000000000000e+00
0.0124023	1.000000000000000000e+00
0.0124414	1.000000000000000000e+00
0.0124805	1.000000000000000000e+00
0.0125195	1.000000000000000000e+00
0.0125586	1.000000000000000000e+00
0.0125977	1.000000000000000000e+00
0.0126367	1.000000000000000000e+00
0.0126758	1.000000000000000000e+00
0.0127148	1.000000000000000000e+00
0.0127539	1.000000000000000000e+00
0.012793	1.000000000000000000e+00
0.012832	1.000000000000000000e+00
0.0128711	1.000000000000000000e+00
0.0129102	1.000000000000000000e+00
0.0129492	1.000000000000000000e+00
0.0129883	1.000000000000000000e+00
0.0130273	1.000000000000000000e+00
0.0130664	1.000000000000000000e+00
0.0131055	1.000000000000000000e+00
0.0131445	1.000000000000000000e+00
0.0131836	1.000000000000000000e+00
0.0132227	1.000000000000000000e+00
0.0132617	1.000000000000000000e+00
0.0133008	1.000000000000000000e+00
0.0133398	1.000000000000000000e+00
0.0133789	1.000000000000000000e+00
0.013418	1.000000000000000000e+00
0.013457	1.000000000000000000e+00
0.0134961	1.000000000000000000e+00
0.0135352	1.000000000000000000e+00
0.0135742	1.000000000000000000e+00
0.0136133	1.000000000000000000e+00
0.0136523	1.000000000000000000e+00
0.0136914	1.000000000000000000e+00
0.0137305	1.000000000000000000e+00
